background,kind,input,content
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【在被骗过吗？】

是不是遇到过上口不结账，代收被骗押金，买卡，买假钞，小额洗，针孔摄像头，交钱跑路不发货的情况，为什么不自己尝试一下去挣这个钱

假押纯利润项目：自定义上押多少u
1.汇旺精仿，六个挂群号，三款机器人
3.送公群赠送2000僵尸粉
2.另外包群维护，机器人维护

功能：验群、上课、下课、报备模板、支持验群
质询联系@hwry29
想挣钱看群@hwjyxgq",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#悬赏1万U

两个骗子从缅北瓦邦孟波跑路到柬埔寨，骗路费两个人说好到了给钱，结果到了金边两个人就逃跑了。提供线索酬谢1万$！也顺便提醒大家注意这两个死骗子。赏金猎人联系@langdgz",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**#群友爆料****：迪拜DIP园区股东阿东跑路。15号收的盘总的割了10Y以上。我是她旗下一个代理60多号员工本该结算4329012U费用到现在才结算2300000U现在消失联系不上我们该何去何从？**

她老婆在国内深圳买别墅。他妈的批辛苦钱都不给。我改不改结算给下面的员工工资？就先不说你的真实姓名和你老婆在深圳的位置，希望你主动给我结算。**赚了几个亿。2/3000万都不舍得出？格局呢？**",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**博安2024寻找飞机好项目我出钱你出项目

**人不傻但钱真的很多如果你有好的项目好的想法，联系我们。说出你的想法和要求，做一切能赚钱的项目。

我们出钱，你来运营，你来收款，你来分红！！！！

**博安110专注品牌出海PV突破300000+
不限IP国内可访问
菲律宾出海论坛****https://boan110.com/**

推荐好友USDT返现联系站长：@boankf

（一经采用直接拉群BOSS和财务安排资金）",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**出实时网贷/wd申请数据，实时劫持渗透数据，历史月内周内地区申请料子
合作ID：****@abcc998****
合作频道：****@abcc908**",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**传盛集团主营一手数据，出海五年专注于海外市场，提供各国：领英，币圈，投资理财，股民，招聘，车房主，奢侈购物，群发专用料，WS********TG********LINE********Skype********Viber********kakao********Zalo********RCS********IOS数据皆可筛选********主打合作共赢联系
****@chuansheng123********@chuhai709**",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**抖音直登实卡注册白

抖音直登实卡接码老号

抖音直登实名白号

抖音直登实名老号

抖音私人千粉三无老号

抖音私人千粉实名老号

抖音万粉号

**[一手渠道，欢迎来谈客服
](https://t.me/sms186)[【自助下单网站】【自助下单网站】【自助下单网站】

](https://lp931.com/)**抖音厅卡首次注册，接码直登，不限制手机，包人脸核对包秒封，抖音新号带实名，接码直登，大量有货**",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**翻身项目.拍商家收/款/码.1个100.拍店铺照1个150.拍豪车照1台1000.散户1天1万+.团队1天5万+无限收**了解主叶
2",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**全国公务员政府单位高质量一手料

东西好不好不是靠嘴说出来的，客户反馈回购率高，有效果才是硬道理，东西好当然价格也高**，一分钱，一分货下单联系客服：@shujuyuantou688",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
[@SOSO](https://t.me/soso?start=a_6098952331)付费轮播广告

[老实人-阿辛四台合营代理中心欧洲杯代理诚招代理团队](https://t.me/jnty_996)

客损返佣：三个月佣金比例55%
流水返佣：体育电竞流水，最高可达500000
人头返佣：通过五个以上，最高可领299998
推荐返佣：介绍代理可拿4%-8%客损提成
优质会员专享奖励
数字货币累存奖励
会员首存体验金一百送一百
会员首存福利复存福利",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
[1.抖音巨量开户](https://t.me/douyinjul/40)
2.抖音私信，采集30-55岁，股票交流，配资等视频的评论用户，筛选最近的，有作品近期活跃的，评论内容贴切的私信。",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
[首存送100](https://t.me/xiaocai595)[招商专员](https://t.me/kyqp_MD)
[进入平台](https://595x302.xyz/)[开户专员](https://t.me/xiaocai006)
[吃瓜频道](https://t.me/xinwenba)[官方频道
](https://t.me/zhaoshangbupindao)[站长聚集地](https://t.me/yulejiaoliu666)",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【贷款类短信】
平台：【提钱游】【小花钱包】【榕树】【360借条】【马上消费金融】【你我贷】【好分期】【洋钱罐借款】【我来数科】【还呗】【桔多多】【小赢卡贷】【拍拍贷】【分期乐】【信用飞】【马上消费金融】【融360】【招联金融】【海尔消费金融】【永辉金融】【杭银消费】【豆豆钱】【微众银行】【美团月付】【恒小花】【放心借】

价格：0.5/条提数量：5000起出货日：次日出单格式：全国带格式/地区就螺号平台名称",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【广告】[杏彩体育14年老平台，诚聘代理，前三个月58%+每个月反水58888（不论输赢都有）+人头费加tg：@xcty333](https://t.me/xcty1231)
不好意思，未匹配到链接，您可以再次尝试

点击下方按钮进行翻页",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
1.支持手机和电脑版银行转账图
2.微信聊天.支付宝聊天.抖声聊天.QQ聊天.LIEN聊天.
3.微信钱包，支付宝钱包，USDT钱包转账图
4.短信对话
5.营业执照，人像生成，身份证，工作证
6.网银转账集合48个国内外银行转账
7.交易所，机票、美股、港股、捐款、
7*24小时续费客服：@DY_YYD",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
公群1044众兴集团烟业，一手货源，诚信第一.质量保证，合作共赢！以最好的质量！最快的速度，最高的服务，共赢的思维，长期合作！备注:（本集团正宗一手货源，可订制打码，当天物流！）

公群链接：https://t.me/+UFMQFO2m1Qw1M2Fh",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
你好，本人回国没多久，赌博输没了，现在重新想出去发展，之前在金三角做过，不去缅北，不偷渡，泰国这边也可以，不去菲律宾不去迪拜。本人不需要公司给一分钱，只提供机票和签证，中介啥的勿扰，这两天就想出发，谢谢！联系人
@aaaaqwe12

注：频道内容未核实和担保，请自行辨别",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
求职：
在迪拜，91年厨师，要求公司厨师，私家厨师，薪水1万6以上即可。可以马上开工
擅长川菜，粤菜，家常菜
有意者带茶水联系@johnkr99

注：频道内容未核实和担保，请自行辨别",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
求职：年龄26男本科，英语四级，目前人在国内，有护照想找一个不压护照，不禁足，求塞尔维亚，格鲁吉亚，塞浦路斯等欧洲地区的工作。
Telegram:@youyou262

注：频道内容未核实和担保，请自行辨别",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
求职：四个人在柬，00后寻求好的公司发展，有推广经验，没有赔付，私信我直接发待遇公司名字公司在哪中介勿扰！联系：@bobo583

注：频道内容未核实和担保，请自行辨别",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
求职HR,年龄40，在菲5年，老人事，要求外宿，有房补，帕赛附近公司，对年龄限制的勿扰，亚博旗下勿扰，谢谢，@xianren9527

注：频道内容未核实和担保，请自行辨别",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
求职seo工作，目前7个人男90年人6年黑帽经验护照在手已辞职。人在柬埔寨金边随时入职目前做的产品是色站每天600万ip左右棋牌每天700+开户辞职原因提成问题我是团队负责人可以去菲迪拜缅甸勿扰@aabc667

注：频道内容未核实和担保，请自行辨别",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
项目名称：PC接待接粉2半3全
项目介绍：全网唯一pc2半3全
3年老盘口，质量稳定可靠，接粉使用，用号柔和轻松拿全天，日需位置100+
价格：220-280
联系人：@changjiangpc
@Huanghe899
币安公群https://t.me/+E8-3zdRmgf01Y2Nh",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
项目名称：PG电子8896送18
注册：https://www.8896111.cc/#/home
申请：https://8896yh.cc/
出款情况：未知

新用户注册绑卡去申请网址自行申请6元彩金申请到了第二天还可以申请12元彩金这种平台特邀基本人人都有游戏和提款限制自行查看优惠

【不建议充值黑款自行承担】",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
项目名称：vx话术单
项目介绍：添加通过两张图片算一单。数剧大量一次性可以发完。团队数剧在每人100600条。支持提前结款。团队散户都要。雷算单！
价格：2025
联系人：@zhangjian588
频道：https://t.me/+HnBckaPfaHgyMjg1

查看发布者【累计广告发布1次】",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
新库+数量：195W越南（VitNam）_时装服装库--网址：WWW.Gumac.VN包含客户姓名客户出生年/月/日客户个人手机号电话客户购买总价记录客户地址客户邮箱客户送货姓名客户送货省份地址等~！网站可以验证库~!时装服装库--网站：WWW.Gumac.VN",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
需要实卡接码的联系@kefu_1S

有以下国家的卡


美国卡
英国卡
菲律宾
法国卡
德国卡
荷兰卡
墨西哥卡
印尼卡
泰国红卡
新西兰卡
马来橙色
西班牙卡
香港卡
澳门卡",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
序号：1111
供
提供类型：微信支付宝云闪付QQ手银码各种无视通道24小时上课中
优势：无视风控丝滑
对接方式/对接人：@axx12312@ztzhanshen@geLaoguan8
群链接：https://t.me/+jnXbWtWKrR5hOTEx
只走新币担保：@aaaa@bbbb@cccc@dddd@eeee@gggg@hhhh@ffff@iiii其他担保勿扰",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
序号：1746
供：各种盘口来谈
提供类型：一手出微信号钉钉苹果华为、小米、oppo、各种备份包，批发零售
优势：价格低稳定靠谱售后无忧
对接方式/对接人：@CXTX668899
群链接：https://t.me/+CPxMA6yzcjQyZmQy
只走新币担保：@aaaa@bbbb@cccc@dddd@eeee@gggg@hhhh@ffff@iiii其他担保勿扰",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
越南（VitNam）-奢侈品数据-----5000条(1)越南（VitNam）-奢侈品数据-----5000条(1)下单联系：下单客服：@huanqiuyishoushuju22",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
实卡接码对接上百种app

Telegram、Potato、QQ、蝙蝠
抖音、快手、淘宝、京东、百度贴吧
Soul、陌陌、滴滴、微博、小红书
知乎、积目、美团、闲鱼、探探等",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
群呼系统坐席任意外显无归属国显港澳显
线路稳定可对接okcc,vos,gs等群呼手拨均可
免坐席费无充值额度限制联系客服@vvvv1388S6",这是一段与黑灰产相关的聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
14000高配
参数名称：PSE
型号：FANGHD（中文：坊）
速度最高：405FPS。
动力冲程：14.5“
轴对轴：18”
牵引重量：205磅
总长：35.5英寸；
重量：7.3磅。

标配：原装瞄准器助力绳3只剑剑盒弦蜡减震块",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
1911最后一把
动力：C02钢瓶气动
产地：湾湾
口径：6mm硬珠
价格5500
材质：全铝合金。钢制弹夹
**详情咨询客服**https://t.me/kf1888888",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
1911最后一把
动力：C02钢瓶气动
产地：湾湾
口径：6mm硬珠
价格5500
材质：全铝合金。钢制弹夹
**详情咨询客服**@yyaa8867",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
1911星条旗，做旧图案，现货1把，订购30天到货，6600包运费
**详情咨询客服**https://t.me/kf1888888",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
格洛克G17G194.5mm，都有货，订购15天左右到货，价格3600
**详情咨询客服**https://t.me/kf1888888",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
格洛克G18c国内现货2把，3400，发射6MM要的速度
**详情咨询客服**https://t.me/kf1888888",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
广东出一套自己玩的兔子
进口恒压阀
碳纤维瓶子
普通消
国产管
瞄不知道什么瞄还不错
身35的
全长70左右
配打气机出12母鸡
问问挡嘴炮放飞机不要来打扰",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
鲁格红鹰左轮手枪1270U
少量有货.44
把玩、收藏、装13利器，颜值不输沙鹰！
下单：@gang1242",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
品牌
乌马雷克斯
颜色
多
回合
1
口径
4.5
项目尺寸LxWxH
39x2.88x6.04英寸
产品重量
3.4磅

速度
800FPS

价格1.6万人民币

运货周期30天",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
品牌
乌马雷克斯
颜色
多
回合
1
口径
4.5
项目尺寸LxWxH
39x2.88x6.04英寸
产品重量
3.4磅

速度
800FPS

价格1.6万人民币

运货周期30天
**详情咨询客服**@KF1111666",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
三少：@SanShaoPCP
主营板球座气室镜桥木托高端消音各种进口管正品虎妈恒压头罗伯特恒压头国外直发正品可查假一陪十
重要的事情说三遍
支持担保支持担保支持担保
频道：https://t.me/TangMengpcp

群链接：https://t.me/JSTMpcp

请认准本人唯一电报：@SanShaoPCP",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
三少：@SanShaoPCP
主营复刻狗进口狗板球座气室镜桥木托高端消音各种进口管正品虎妈恒压头罗伯特恒压头国外直发正品可查假一陪十
重要的事情说三遍
支持担保支持担保支持担保
频道：https://t.me/TangMengpcp

群链接：https://t.me/JSTMpcp

请认准本人唯一电报：@SanShaoPCP",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
所有购买过国产气动手枪的，请把货藏起来，发货的仓库被查，接到有人问你是不是买过玩具枪的电话，就说没有，他们要是说你的地址接受了快递，你就说可能是地址被套用，专款记录删除一下",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
秃鹰，板球有货，要的联系，进口管，价格不高，打兔子老鼠稳稳的
口径：5.5/6.35/7.62毫米
枪管：45/61公分
全长：100/120公分
续航：65/50/30发
重量：3.2/3.8KG
价格7500
**详情咨询客服**https://t.me/kf1888888",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
秃鹰，板球有货，要的联系，进口管，价格不高，打兔子老鼠稳稳的
口径：5.5/6.35/7.62毫米
枪管：45/61公分
全长：100/120公分
续航：65/50/30发
重量：3.2/3.8KG
价格7500
**详情咨询客服**@KF1111666",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,枪支,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
又有新驚喜了
馬記17Gen5玩家有福
BOOMARMS兩款Plate
ACROspec/RMRspec
ForMaruiTMG17G5GBBP
已經到波",这是一段与枪支相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
--------------------------------
迷奸，轮奸，缅北。乱伦交换，神秘暗网APP
https://a.bswxnx.com/aff-aTwB3",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
--------------------------------
网红，熟女人妻，轮奸，缅北。乱伦交换，神秘暗网APP
https://97f.rzgtiv.com/aff-aTwB3",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：

[窈窕身材170cm大长腿车模女神淑怡在姐姐眼皮下和姐夫偷情超爽刺激](https://t.me/sousou211)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
[小湿妹《表情包》](https://t.me/addstickers/xxoo666)

[小湿妹《图片》](https://t.me/xxoocv)[小湿妹《群组》](https://t.me/xo123com)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
-Welcometo小猪交友

这里是全国高端私密约炮社群经营
Tg单纯引流推广，欢迎尊重的人

微信人工客户一对一服务，

男生女生入会请直接私聊客服。

您的安全私密交友平台
(骗子死，屌丝白嫖怪死)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：

缅北轮奸，中国强奸，真实乱伦，神秘暗网
https://083.yrhwse.com/aff-rjDH",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：

强奸、迷奸、轮奸、百万重口稀有视频等你
https://88f.rzgtiv.com/aff-aFFAx",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
""我虽然很骚，但也经不起你这么猛插~""寻找寻缺失的母爱，风情万种极品美乳，上来就教性爱宝典，平时姐姐上班都是女同事，好久没被肏了，看到大鸡巴舌头灵活的旋转起来，保持着美乳弹性，让小哥一定要把她干舒服了，毕竟遇到这大鸡巴不容易~真是个骚娘

完整版在内部群编号20230269

进内部群方法看置顶帖",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#**黑白配****大鸡巴插入更新60V感兴趣请进拼车会员群**

**已是会员**[**点击直达**](https://t.me/c/2083192937/4098)

******不是会员**[**点击加入**](https://t.me/+l-EIpXmccyw5Y2Rl)

[**加入交流搜索群**](https://t.me/+xl6vuehT7h9kMDVl)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#**直播****美女在网吧厕所大黑牛喷水，勾引路人厕所啪啪**

[**加入交流搜索群**](https://t.me/+xl6vuehT7h9kMDVl)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#00后小蝴蝶啪啪大秀
#伪娘#伪娘#学生#学生
[深夜福利视频](https://t.me/baijiale001)
[AOA官方招商中心](https://t.me/aoa35)
[每日热门赛事推单](https://t.me/tiyupingtai1)

体育\彩票\真人\电子\棋牌分红55%代理
telegram:@zs119",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#91大神唐先生十八岁舞蹈系校花第三部
[会员点此处观看完整版视频](https://t.me/c/2080850359/2)

[点击这里成为会员永久观看](https://t.me/zmdb111/60?single)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#OnlyFans白虎网红小姐姐NANA美女老师的诱惑性授业
#伪娘#伪娘#学生#学生
[深夜福利视频](https://t.me/baijiale001)
[AOA官方招商中心](https://t.me/aoa35)
[每日热门赛事推单](https://t.me/tiyupingtai1)

体育\彩票\真人\电子\棋牌分红55%代理
telegram:@zs119",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#OnlyFans玩偶姐姐HongKongDoll特别内容《两周年JK特别版》
#伪娘#伪娘#学生#学生
[深夜福利视频](https://t.me/baijiale001)
[AOA官方招商中心](https://t.me/aoa35)
[每日热门赛事推单](https://t.me/tiyupingtai1)

体育\彩票\真人\电子\棋牌分红55%代理
telegram:@zs119",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#宝宝
【联系方式】https://t.me/hah_ls/1789
【位置】：东大桥
【价格】：1500P
【个人感受】：今天cj了宝宝，上了1课。位置很好找，很安全。人照一致，个子很高，很可爱，身材很棒，腰很细，下面很嫩，总之好评。",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#精液#母狗
[会员点此处观看完整版视频](https://t.me/c/2080850359/2)

[点击这里成为会员永久观看](https://t.me/zmdb111/60?single)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#偷窥诊疗室丰满圆润美人妻

@sousou662搜片神器请输入做爱
一键加入VIP私密群
https://t.me/addlist/2Ep1Y2Sgz5szOGZk",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#小金鱼
【频道链接】：https://t.me/hah_ls/2154
【位置】：大悦城
【价格】：P
【个人感受】：小金鱼作业，服务杠杠的，全程互动交流，ls活很好，py很细致，过程中差点按在浴室里就开干了，各种ab面服务都很棒，全身不停鸡皮疙瘩，整个过程就不细表，就是一个字通透，很舒服的一次cj，绝对好评！！！",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#星星失眠了超美校花~道具自慰~骚到喷水
合集2
#伪娘#伪娘#学生#学生
稀有内部视频
深夜福利视频
AOA官方招商中心
每日热门赛事推单
国产高清成人视频
成人内部视频万能搜

体育\彩票\真人\电子\棋牌分红55%代理
telegram:@zs119",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**#国产********#后入********#母狗********#反差婊********#反差****母狗被干的翻白眼**

[**加入交流搜索群**](https://t.me/+xl6vuehT7h9kMDVl)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**littlemouchette****#onlyfans********#推特****
****#欧美********#媚黑********#淫妻绿帽********#口交********#颜射********#蜜桃臀********#后入********#群p**

[**加入交流搜索群**](https://t.me/+xl6vuehT7h9kMDVl)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**高冷小骚货给男友戴绿帽，被操到高潮痉挛！
****#绿帽********#高潮**

[**加入交流搜索群**](https://t.me/+xl6vuehT7h9kMDVl)",这是一段与色情相关的黑灰产聊天记录。
Telegram_Chat_Message,色情,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**绿帽剪辑付费资源6部合集
1.我与夜店女友的堕落日记
2.绿奴红绿灯挑战
3.成了前女友和她男友的狗
4.阳痿早泄绿奴怨种的下场
5.领导陪老婆过七夕
6.小熊跳舞绿奴阉割
****#M绿色艺术********#抖音风********#剧情********#剪辑********#绿帽********#M男********#pmv****
**
[**加入交流搜索群**](https://t.me/+xl6vuehT7h9kMDVl)",这是一段与色情相关的黑灰产聊天记录。
